ID,NOME,ESPECIE,IDADE,PESO,CADASTRO_ATIVO,PROCEDIMENTOS
5586,Otto,Gato,15,30.66,False,Curativo_ferida
5587,Lola,Calopsita,3,1.69,False,Hemograma;Limpeza_tártaro
5588,Cacau,Gato,13,24.95,True,Vacinação;Consulta_rotina;Hemograma
5589,Arya,Porquinho-da-india,6,0.76,True,Curativo_ferida;Vacinação
5590,Bento,Gato,12,35.42,False,Hemograma
5591,Vicente,Peixe-dourado,12,23.49,False,Limpeza_tártaro
5592,Jujuba,Tartaruga,10,19.22,True,Consulta_rotina
5593,Lola,Gato,15,35.84,False,Hemograma;Castração
5594,Alecrim,Calopsita,11,25.07,True,Castração
5595,Vicente,Coelho,2,2.29,False,Ultrassonografia;Castração;Hemograma
5596,Alecrim,Hamster,11,39.45,True,Hemograma;Curativo_ferida
5597,Thor,Peixe-dourado,4,36.7,False,Curativo_ferida
5598,Pipoca,Cachorro,7,22.6,False,Limpeza_tártaro;Curativo_ferida
5599,Koda,Hamster,14,24.98,False,Castração;Limpeza_tártaro
5600,Nina,Peixe-dourado,10,3.41,True,Limpeza_tártaro
5601,Koda,Peixe-dourado,1,25.76,False,Vacinação;Castração
5602,Loki,Calopsita,8,3.61,True,Ultrassonografia;Consulta_rotina;Limpeza_tártaro
5603,Thor,Cachorro,4,21.94,True,Vacinação
5604,Gaia,Cachorro,11,1.37,True,Consulta_rotina
5605,Flora,Tartaruga,13,2.38,False,Limpeza_tártaro
5606,Stitch,Peixe-dourado,13,15.19,False,Curativo_ferida;Hemograma;Consulta_rotina
5607,Zeca,Tartaruga,7,20.28,False,Castração;Curativo_ferida;Vacinação
5608,Theo,Tartaruga,8,19.48,True,Castração
5609,Koda,Hamster,11,26.55,True,Vacinação
5610,Stitch,Gato,7,20.27,True,Limpeza_tártaro
5611,Mel,Hamster,9,24.45,False,Castração;Limpeza_tártaro;Hemograma
5612,Alecrim,Calopsita,9,10.94,True,Hemograma;Curativo_ferida;Vacinação
5613,Loki,Calopsita,14,13.83,True,Consulta_rotina
5614,Arya,Calopsita,1,6.04,False,Ultrassonografia;Consulta_rotina
5615,Joaquim,Hamster,10,23.33,True,Curativo_ferida;Castração
5616,Alecrim,Gato,11,6.15,False,Ultrassonografia;Castração;Vacinação
5617,Flora,Coelho,2,39.88,False,Castração;Vacinação
5618,Mel,Tartaruga,2,37.1,False,Castração;Vacinação;Curativo_ferida
5619,Pipoca,Hamster,9,3.89,False,Vacinação;Limpeza_tártaro
5620,Thor,Calopsita,10,24.48,True,Ultrassonografia
5621,Theo,Tartaruga,2,17.53,False,Hemograma;Vacinação
5622,Sushi,Tartaruga,2,1.81,False,Ultrassonografia;Hemograma;Vacinação
5623,Flora,Gato,7,23.94,True,Curativo_ferida;Consulta_rotina;Ultrassonografia
5624,Theo,Tartaruga,8,25.17,False,Vacinação
5625,Stitch,Hamster,8,31.0,False,Ultrassonografia;Vacinação;Castração
5626,Tequila,Hamster,6,35.28,True,Castração;Curativo_ferida;Ultrassonografia
5627,Luna,Hamster,15,22.67,False,Castração
5628,Bento,Gato,7,26.02,False,Vacinação;Castração;Hemograma
5629,Alice,Porquinho-da-india,14,14.94,False,Vacinação
5630,Koda,Peixe-dourado,12,38.48,False,Castração
5631,Koda,Cachorro,6,12.1,False,Ultrassonografia
5632,Joaquim,Hamster,8,1.82,False,Curativo_ferida;Vacinação
5633,Sherlock,Gato,12,5.29,False,Hemograma;Castração;Consulta_rotina
5634,Alice,Hamster,2,35.13,False,Hemograma;Ultrassonografia
5635,Lola,Tartaruga,11,35.08,True,Limpeza_tártaro;Consulta_rotina;Hemograma
5636,Gaia,Peixe-dourado,14,17.09,False,Hemograma;Vacinação;Limpeza_tártaro
5637,Alecrim,Gato,3,10.2,True,Ultrassonografia;Consulta_rotina
5638,Amora,Calopsita,5,39.91,False,Limpeza_tártaro;Vacinação
5639,Jujuba,Peixe-dourado,11,12.71,False,Limpeza_tártaro
5640,Tequila,Hamster,3,6.35,True,Castração;Hemograma;Ultrassonografia
5641,Arthur,Gato,3,26.59,False,Consulta_rotina;Hemograma
5642,Otto,Calopsita,3,27.04,False,Vacinação;Castração;Ultrassonografia
5643,Jade,Calopsita,11,6.48,False,Curativo_ferida;Consulta_rotina
5644,Luna,Hamster,2,22.18,False,Castração;Limpeza_tártaro
5645,Simba,Cachorro,4,39.59,False,Consulta_rotina
5646,Clara,Gato,8,10.13,False,Curativo_ferida;Castração
5647,Amora,Tartaruga,13,16.1,False,Consulta_rotina;Castração
5648,Luna,Coelho,1,36.96,True,Limpeza_tártaro;Curativo_ferida
5649,Paçoca,Peixe-dourado,14,19.49,False,Vacinação;Ultrassonografia
5650,Thor,Coelho,14,11.82,True,Castração;Curativo_ferida;Hemograma
5651,Flora,Gato,10,38.04,False,Limpeza_tártaro;Hemograma;Vacinação
5652,Nina,Peixe-dourado,14,7.78,False,Consulta_rotina;Castração
5653,Lola,Peixe-dourado,13,31.02,True,Castração
5654,Simba,Tartaruga,11,25.57,False,Curativo_ferida;Consulta_rotina;Ultrassonografia
5655,Jujuba,Coelho,2,5.16,True,Ultrassonografia;Hemograma
5656,Nala,Cachorro,7,2.95,True,Castração;Limpeza_tártaro;Ultrassonografia
5657,Luna,Tartaruga,12,11.71,False,Vacinação;Ultrassonografia;Limpeza_tártaro
5658,Jujuba,Peixe-dourado,13,6.02,True,Castração;Ultrassonografia;Curativo_ferida
5659,Yoda,Calopsita,12,2.74,True,Vacinação
5660,Arya,Tartaruga,1,33.1,False,Ultrassonografia
5661,Mel,Peixe-dourado,9,7.04,True,Castração
5662,Nina,Cachorro,12,6.6,False,Hemograma;Curativo_ferida;Castração
5663,Clara,Cachorro,11,22.66,True,Consulta_rotina
5664,Pudim,Coelho,13,0.73,False,Limpeza_tártaro
5665,Stitch,Coelho,2,6.64,False,Curativo_ferida;Hemograma
5666,Flora,Peixe-dourado,4,33.89,True,Limpeza_tártaro
5667,Luna,Porquinho-da-india,9,31.01,False,Curativo_ferida
5668,Clara,Calopsita,1,17.68,True,Hemograma
5669,Nala,Gato,6,8.89,True,Consulta_rotina;Castração;Ultrassonografia
5670,Amora,Coelho,9,25.29,False,Limpeza_tártaro
5671,Stitch,Tartaruga,7,35.1,False,Vacinação;Limpeza_tártaro
5672,Stitch,Peixe-dourado,7,29.71,False,Hemograma
5673,Tequila,Calopsita,13,31.78,True,Consulta_rotina;Castração
5674,Thor,Peixe-dourado,7,31.63,False,Vacinação;Curativo_ferida;Hemograma
5675,Arya,Calopsita,10,12.33,False,Ultrassonografia;Hemograma
5676,Alice,Gato,15,27.94,False,Castração;Hemograma;Limpeza_tártaro
5677,Tequila,Tartaruga,1,4.55,True,Consulta_rotina;Curativo_ferida
5678,Pudim,Peixe-dourado,6,34.12,True,Hemograma
5679,Jade,Cachorro,5,19.49,True,Castração;Hemograma
5680,Amora,Porquinho-da-india,7,31.52,False,Consulta_rotina
5681,Café,Porquinho-da-india,15,32.96,False,Consulta_rotina;Limpeza_tártaro
5682,Theo,Gato,14,19.07,False,Ultrassonografia;Hemograma
5683,Gaia,Cachorro,8,22.63,False,Consulta_rotina;Vacinação
5684,Bento,Gato,6,18.0,True,Consulta_rotina;Castração;Curativo_ferida
5685,Luna,Calopsita,10,5.72,True,Hemograma
5686,Joaquim,Hamster,6,21.07,False,Limpeza_tártaro
5687,Paçoca,Porquinho-da-india,6,9.33,False,Ultrassonografia
5688,Cacau,Tartaruga,6,20.08,True,Hemograma;Consulta_rotina;Curativo_ferida
5689,Sherlock,Calopsita,7,6.11,False,Consulta_rotina;Curativo_ferida
5690,Joaquim,Hamster,6,8.68,True,Ultrassonografia
5691,Clara,Tartaruga,10,23.61,True,Limpeza_tártaro
5692,Alecrim,Coelho,5,25.22,False,Vacinação
5693,Jujuba,Porquinho-da-india,13,29.86,False,Curativo_ferida
5694,Tequila,Calopsita,6,2.8,True,Castração
5695,Stitch,Peixe-dourado,12,12.67,False,Limpeza_tártaro;Ultrassonografia;Vacinação
5696,Nala,Cachorro,15,7.25,True,Castração
5697,Nala,Hamster,1,32.72,False,Limpeza_tártaro;Consulta_rotina
5698,Bento,Cachorro,10,9.75,False,Limpeza_tártaro;Consulta_rotina;Ultrassonografia
5699,Nina,Calopsita,15,31.54,False,Hemograma
5700,Yoda,Peixe-dourado,14,17.41,False,Hemograma;Limpeza_tártaro;Ultrassonografia
5701,Vicente,Porquinho-da-india,11,0.62,True,Limpeza_tártaro;Castração;Ultrassonografia
5702,Stitch,Porquinho-da-india,3,23.62,True,Hemograma;Consulta_rotina
5703,Koda,Calopsita,5,9.05,False,Ultrassonografia;Hemograma;Vacinação
5704,Mel,Peixe-dourado,2,34.58,True,Limpeza_tártaro;Ultrassonografia;Curativo_ferida
5705,Koda,Gato,6,28.18,False,Vacinação;Hemograma;Curativo_ferida
5706,Alecrim,Coelho,1,26.71,True,Consulta_rotina
5707,Arya,Coelho,7,2.21,True,Ultrassonografia
5708,Cookie,Calopsita,1,21.59,False,Limpeza_tártaro;Curativo_ferida
5709,Arthur,Tartaruga,15,31.49,False,Curativo_ferida;Vacinação
5710,Tequila,Tartaruga,1,37.04,True,Hemograma;Limpeza_tártaro
5711,Jade,Hamster,9,36.43,True,Vacinação;Ultrassonografia;Hemograma
5712,Bento,Gato,4,22.3,True,Consulta_rotina
5713,Otto,Cachorro,1,13.05,True,Hemograma;Castração;Limpeza_tártaro
5714,Luna,Cachorro,6,34.01,True,Limpeza_tártaro;Consulta_rotina
5715,Sushi,Coelho,8,23.67,False,Limpeza_tártaro;Ultrassonografia
5716,Theo,Tartaruga,3,22.16,False,Vacinação;Ultrassonografia;Curativo_ferida
5717,Tequila,Porquinho-da-india,11,24.38,True,Ultrassonografia;Limpeza_tártaro
5718,Bento,Porquinho-da-india,9,4.62,True,Limpeza_tártaro
5719,Jujuba,Peixe-dourado,9,3.32,False,Ultrassonografia
5720,Cecília,Gato,11,27.53,False,Consulta_rotina;Vacinação;Ultrassonografia
5721,Sherlock,Cachorro,15,32.02,True,Ultrassonografia;Consulta_rotina
5722,Luna,Coelho,3,28.09,False,Ultrassonografia
5723,Clara,Calopsita,4,34.1,False,Limpeza_tártaro;Consulta_rotina
5724,Jujuba,Porquinho-da-india,8,30.85,False,Consulta_rotina;Limpeza_tártaro
5725,Theo,Porquinho-da-india,1,25.77,False,Ultrassonografia;Curativo_ferida;Vacinação
5726,Joaquim,Gato,9,18.4,False,Castração;Consulta_rotina
5727,Alecrim,Calopsita,9,12.68,False,Castração
5728,Alice,Coelho,10,8.6,True,Hemograma;Curativo_ferida;Ultrassonografia
5729,Stitch,Hamster,1,35.29,True,Hemograma
5730,Jujuba,Hamster,7,35.41,True,Hemograma;Ultrassonografia;Consulta_rotina
5731,Koda,Cachorro,1,32.97,True,Hemograma;Limpeza_tártaro
5732,Alecrim,Porquinho-da-india,11,15.2,False,Consulta_rotina;Ultrassonografia;Vacinação
5733,Lola,Cachorro,1,2.25,False,Consulta_rotina;Hemograma;Limpeza_tártaro
5734,Arya,Cachorro,7,33.41,False,Castração
5735,Alice,Calopsita,10,9.84,True,Consulta_rotina;Vacinação
5736,Gaia,Cachorro,3,34.52,False,Vacinação;Consulta_rotina;Limpeza_tártaro
5737,Arya,Calopsita,8,35.17,True,Consulta_rotina;Curativo_ferida;Vacinação
5738,Flora,Gato,14,10.26,False,Consulta_rotina;Limpeza_tártaro;Vacinação
5739,Simba,Tartaruga,2,23.89,True,Ultrassonografia;Castração;Curativo_ferida
5740,Café,Coelho,5,25.53,False,Vacinação;Hemograma;Ultrassonografia
5741,Cacau,Calopsita,8,7.43,True,Hemograma;Castração;Ultrassonografia
5742,Clara,Gato,5,25.05,False,Limpeza_tártaro;Ultrassonografia;Vacinação
5743,Thor,Coelho,14,29.86,False,Limpeza_tártaro
5744,Theo,Cachorro,5,12.48,True,Limpeza_tártaro;Vacinação;Ultrassonografia
5745,Sushi,Porquinho-da-india,2,30.68,False,Consulta_rotina;Curativo_ferida
5746,Koda,Porquinho-da-india,5,3.02,True,Castração
5747,Bento,Tartaruga,13,23.49,False,Curativo_ferida
5748,Luna,Calopsita,3,9.21,False,Hemograma
5749,Alice,Peixe-dourado,9,36.69,True,Ultrassonografia;Hemograma
5750,Zelda,Cachorro,6,4.08,False,Hemograma;Limpeza_tártaro;Curativo_ferida
5751,Sherlock,Cachorro,6,37.41,False,Hemograma;Curativo_ferida
5752,Tequila,Porquinho-da-india,11,3.88,True,Castração;Curativo_ferida;Ultrassonografia
5753,Clara,Tartaruga,7,25.15,False,Hemograma;Castração
5754,Frodo,Calopsita,8,39.77,True,Curativo_ferida
5755,Amora,Calopsita,13,13.09,False,Consulta_rotina
5756,Pipoca,Gato,10,36.45,False,Limpeza_tártaro;Vacinação;Ultrassonografia
5757,Loki,Tartaruga,7,16.16,True,Vacinação
5758,Alecrim,Porquinho-da-india,11,30.16,False,Vacinação
5759,Sushi,Coelho,14,12.77,True,Ultrassonografia;Curativo_ferida
5760,Alice,Hamster,15,34.91,False,Curativo_ferida
5761,Zeca,Tartaruga,2,37.96,True,Castração;Consulta_rotina
5762,Yoda,Porquinho-da-india,13,2.19,True,Hemograma;Curativo_ferida;Castração
5763,Thor,Peixe-dourado,10,25.31,True,Limpeza_tártaro;Hemograma;Curativo_ferida
5764,Tequila,Cachorro,10,15.63,True,Curativo_ferida
5765,Koda,Cachorro,14,3.42,False,Consulta_rotina;Curativo_ferida
5766,Arya,Cachorro,5,4.65,False,Limpeza_tártaro;Castração;Ultrassonografia
5767,Café,Peixe-dourado,1,10.49,False,Vacinação;Curativo_ferida;Consulta_rotina
5768,Simba,Cachorro,7,2.01,True,Vacinação
5769,Loki,Tartaruga,4,16.34,True,Limpeza_tártaro;Hemograma
5770,Nala,Porquinho-da-india,14,30.23,True,Vacinação;Consulta_rotina
5771,Joaquim,Cachorro,15,1.55,True,Castração;Hemograma;Ultrassonografia
5772,Café,Porquinho-da-india,15,32.31,False,Curativo_ferida;Vacinação;Limpeza_tártaro
5773,Theo,Cachorro,9,4.48,False,Ultrassonografia
5774,Nala,Cachorro,14,34.95,False,Limpeza_tártaro;Consulta_rotina;Hemograma
5775,Clara,Calopsita,15,2.04,True,Hemograma;Vacinação
5776,Cacau,Calopsita,13,2.41,True,Vacinação;Hemograma
5777,Jade,Tartaruga,6,24.55,True,Hemograma;Limpeza_tártaro;Consulta_rotina
5778,Pipoca,Cachorro,7,33.26,True,Limpeza_tártaro
5779,Pipoca,Hamster,11,39.34,True,Vacinação;Curativo_ferida
5780,Vicente,Porquinho-da-india,9,35.03,False,Hemograma;Limpeza_tártaro
5781,Arya,Gato,14,20.45,False,Limpeza_tártaro;Ultrassonografia
5782,Cacau,Porquinho-da-india,5,28.65,False,Hemograma;Ultrassonografia
5783,Joaquim,Peixe-dourado,14,29.02,False,Castração;Consulta_rotina;Limpeza_tártaro
5784,Flora,Coelho,13,15.28,True,Curativo_ferida;Consulta_rotina
5785,Arya,Cachorro,3,3.09,True,Curativo_ferida;Castração
5786,Koda,Cachorro,6,0.95,True,Consulta_rotina
5787,Simba,Coelho,5,32.18,True,Vacinação;Castração
5788,Cookie,Cachorro,8,37.88,False,Vacinação;Hemograma
5789,Luna,Peixe-dourado,9,9.22,True,Limpeza_tártaro;Ultrassonografia
5790,Jade,Peixe-dourado,10,36.68,False,Hemograma;Castração
5791,Koda,Hamster,14,26.6,True,Ultrassonografia
5792,Arya,Coelho,5,25.83,True,Consulta_rotina
5793,Yoda,Cachorro,5,39.75,False,Vacinação;Curativo_ferida
5794,Theo,Hamster,13,2.3,True,Consulta_rotina
5795,Mel,Coelho,14,1.74,True,Ultrassonografia
5796,Yoda,Porquinho-da-india,7,3.04,True,Castração;Vacinação
5797,Clara,Cachorro,10,20.79,False,Vacinação;Limpeza_tártaro;Hemograma
5798,Koda,Cachorro,10,13.58,False,Ultrassonografia
5799,Bento,Cachorro,7,15.37,False,Castração;Limpeza_tártaro;Hemograma
5800,Cacau,Porquinho-da-india,6,4.01,True,Ultrassonografia;Vacinação;Limpeza_tártaro
5801,Cacau,Cachorro,4,10.11,True,Curativo_ferida;Consulta_rotina;Limpeza_tártaro
5802,Stitch,Calopsita,4,10.18,True,Limpeza_tártaro
5803,Frodo,Calopsita,12,8.82,False,Hemograma
5804,Flora,Coelho,9,3.1,True,Consulta_rotina;Castração;Limpeza_tártaro
5805,Tequila,Gato,3,34.7,False,Vacinação;Castração;Hemograma
5806,Otto,Gato,11,19.25,True,Vacinação;Limpeza_tártaro
5807,Bento,Gato,12,18.58,True,Curativo_ferida;Consulta_rotina
5808,Theo,Peixe-dourado,4,16.24,True,Castração;Vacinação
5809,Gaia,Calopsita,10,20.12,False,Hemograma;Ultrassonografia;Curativo_ferida
5810,Jade,Tartaruga,11,9.92,True,Castração
5811,Bento,Tartaruga,1,7.2,True,Curativo_ferida;Ultrassonografia;Vacinação
5812,Yoda,Hamster,1,26.13,False,Limpeza_tártaro;Vacinação
5813,Cecília,Gato,13,19.37,True,Curativo_ferida;Castração;Ultrassonografia
5814,Nina,Cachorro,8,0.97,True,Hemograma;Curativo_ferida;Castração
5815,Clara,Coelho,10,14.65,False,Consulta_rotina;Limpeza_tártaro;Castração
5816,Gaia,Peixe-dourado,1,23.89,True,Limpeza_tártaro
5817,Arya,Coelho,4,17.64,True,Castração
5818,Nina,Gato,3,32.88,False,Curativo_ferida
5819,Sushi,Peixe-dourado,15,9.02,True,Curativo_ferida;Vacinação
5820,Sherlock,Gato,12,5.38,True,Ultrassonografia;Limpeza_tártaro
5821,Zelda,Cachorro,1,6.89,True,Vacinação
5822,Yoda,Hamster,5,9.75,True,Castração;Limpeza_tártaro
5823,Otto,Tartaruga,11,14.0,True,Consulta_rotina
5824,Simba,Gato,14,1.51,True,Ultrassonografia;Limpeza_tártaro;Castração
5825,Vicente,Cachorro,8,19.37,False,Castração
5826,Café,Gato,7,10.3,True,Limpeza_tártaro;Castração;Consulta_rotina
5827,Joaquim,Calopsita,13,10.8,True,Consulta_rotina;Limpeza_tártaro;Castração
5828,Nala,Porquinho-da-india,11,22.6,False,Consulta_rotina
5829,Clara,Cachorro,3,10.79,False,Limpeza_tártaro;Ultrassonografia;Hemograma
5830,Cacau,Peixe-dourado,4,18.98,True,Hemograma
5831,Thor,Gato,14,26.01,True,Castração;Ultrassonografia
5832,Arya,Porquinho-da-india,2,29.55,True,Vacinação;Hemograma
5833,Paçoca,Gato,2,3.03,True,Consulta_rotina;Limpeza_tártaro;Hemograma
5834,Loki,Porquinho-da-india,12,29.32,True,Vacinação;Hemograma;Curativo_ferida
5835,Alice,Cachorro,14,35.39,True,Castração
5836,Sherlock,Porquinho-da-india,9,7.34,True,Consulta_rotina;Castração
5837,Nina,Tartaruga,14,33.41,False,Consulta_rotina
5838,Nala,Peixe-dourado,8,9.64,False,Hemograma;Limpeza_tártaro
5839,Nala,Peixe-dourado,4,33.6,True,Castração;Limpeza_tártaro;Consulta_rotina
5840,Nina,Coelho,11,17.09,True,Curativo_ferida;Castração;Hemograma
5841,Café,Peixe-dourado,12,32.83,True,Curativo_ferida;Consulta_rotina
5842,Café,Peixe-dourado,15,37.76,True,Consulta_rotina
5843,Theo,Coelho,14,27.11,False,Hemograma
5844,Simba,Cachorro,3,13.25,False,Ultrassonografia;Hemograma;Castração
5845,Cecília,Porquinho-da-india,4,18.74,False,Consulta_rotina
5846,Thor,Coelho,8,16.7,False,Vacinação
5847,Loki,Coelho,8,0.56,False,Consulta_rotina;Castração;Curativo_ferida
5848,Simba,Coelho,4,24.95,False,Curativo_ferida;Hemograma
5849,Theo,Cachorro,15,35.87,False,Castração;Ultrassonografia;Hemograma
5850,Nina,Gato,14,21.5,True,Ultrassonografia;Castração
5851,Amora,Cachorro,11,5.91,False,Vacinação;Hemograma;Ultrassonografia
5852,Clara,Cachorro,6,33.72,True,Hemograma
5853,Lola,Calopsita,6,36.34,False,Curativo_ferida
5854,Lola,Cachorro,2,23.0,False,Limpeza_tártaro;Ultrassonografia
5855,Luna,Gato,4,6.05,True,Hemograma
5856,Bento,Calopsita,8,26.65,False,Hemograma
5857,Stitch,Calopsita,13,16.2,True,Curativo_ferida
5858,Tequila,Porquinho-da-india,8,35.64,False,Vacinação
5859,Simba,Peixe-dourado,10,32.96,True,Hemograma
5860,Luna,Gato,14,16.58,False,Curativo_ferida;Vacinação;Consulta_rotina
5861,Thor,Peixe-dourado,13,20.29,True,Consulta_rotina;Limpeza_tártaro
5862,Theo,Tartaruga,4,35.38,True,Castração
5863,Pudim,Coelho,10,21.52,False,Hemograma
5864,Nina,Hamster,7,8.64,False,Ultrassonografia;Limpeza_tártaro;Castração
5865,Arthur,Cachorro,1,31.82,True,Consulta_rotina
5866,Café,Porquinho-da-india,7,26.15,True,Limpeza_tártaro;Consulta_rotina
5867,Zeca,Tartaruga,8,5.65,True,Vacinação
5868,Arya,Calopsita,3,34.19,False,Hemograma;Castração
5869,Arya,Coelho,5,33.07,False,Vacinação
5870,Joaquim,Calopsita,12,17.42,False,Consulta_rotina
5871,Alice,Gato,12,33.98,True,Castração;Consulta_rotina
5872,Thor,Peixe-dourado,1,19.87,True,Castração
5873,Jujuba,Tartaruga,3,22.29,True,Limpeza_tártaro
5874,Pudim,Porquinho-da-india,2,25.44,False,Castração
5875,Amora,Hamster,9,31.88,False,Ultrassonografia
5876,Pipoca,Hamster,10,31.1,True,Castração
5877,Theo,Cachorro,7,18.13,True,Curativo_ferida;Limpeza_tártaro;Castração
5878,Clara,Peixe-dourado,15,32.57,True,Curativo_ferida
5879,Koda,Hamster,4,10.25,True,Vacinação;Limpeza_tártaro;Castração
5880,Gaia,Gato,11,27.2,False,Limpeza_tártaro
5881,Koda,Coelho,6,20.64,True,Limpeza_tártaro;Consulta_rotina
5882,Theo,Cachorro,6,11.78,False,Consulta_rotina;Vacinação;Hemograma
5883,Simba,Porquinho-da-india,14,36.71,False,Ultrassonografia;Curativo_ferida
5884,Stitch,Hamster,15,34.09,True,Castração;Limpeza_tártaro
5885,Nala,Hamster,2,27.3,True,Ultrassonografia;Vacinação
5886,Loki,Gato,3,26.83,True,Vacinação;Consulta_rotina
5887,Pudim,Cachorro,3,14.11,False,Consulta_rotina;Curativo_ferida
5888,Jujuba,Porquinho-da-india,2,32.44,False,Hemograma
5889,Café,Porquinho-da-india,10,1.96,False,Consulta_rotina;Curativo_ferida;Castração
5890,Nina,Hamster,1,39.13,True,Curativo_ferida;Consulta_rotina
5891,Gaia,Coelho,3,36.14,True,Castração;Limpeza_tártaro
5892,Vicente,Gato,12,30.28,True,Ultrassonografia
5893,Arya,Tartaruga,13,19.92,False,Curativo_ferida
5894,Flora,Gato,12,6.49,False,Ultrassonografia;Vacinação;Consulta_rotina
5895,Frodo,Gato,8,5.74,False,Castração;Consulta_rotina
5896,Frodo,Gato,3,16.67,False,Limpeza_tártaro
5897,Vicente,Gato,6,39.31,True,Limpeza_tártaro;Consulta_rotina;Castração
5898,Tequila,Calopsita,7,22.89,True,Consulta_rotina;Ultrassonografia
5899,Tequila,Peixe-dourado,3,21.43,True,Castração
5900,Clara,Calopsita,15,29.85,True,Castração;Consulta_rotina;Curativo_ferida
5901,Arthur,Hamster,14,31.11,False,Hemograma;Ultrassonografia
5902,Sushi,Peixe-dourado,10,12.01,True,Vacinação
5903,Pudim,Cachorro,13,21.76,False,Limpeza_tártaro;Castração
5904,Alecrim,Hamster,2,32.4,False,Hemograma;Vacinação
5905,Otto,Tartaruga,12,7.51,False,Curativo_ferida;Hemograma;Limpeza_tártaro
5906,Nala,Hamster,5,34.01,False,Castração;Limpeza_tártaro;Curativo_ferida
5907,Koda,Hamster,5,8.93,False,Curativo_ferida
5908,Loki,Hamster,3,20.24,False,Castração
5909,Bento,Cachorro,10,10.44,True,Vacinação;Limpeza_tártaro
5910,Frodo,Hamster,3,17.08,True,Curativo_ferida;Hemograma
5911,Cecília,Coelho,15,23.1,False,Consulta_rotina;Ultrassonografia
5912,Simba,Tartaruga,8,14.95,False,Hemograma;Castração;Curativo_ferida
5913,Stitch,Peixe-dourado,8,31.1,False,Limpeza_tártaro
5914,Cookie,Porquinho-da-india,1,30.92,False,Limpeza_tártaro;Curativo_ferida
5915,Alecrim,Gato,13,34.22,True,Ultrassonografia
5916,Vicente,Coelho,1,6.42,True,Curativo_ferida;Castração
5917,Bento,Cachorro,9,39.77,True,Vacinação;Castração
5918,Luna,Tartaruga,15,20.22,True,Vacinação;Hemograma
5919,Simba,Tartaruga,3,28.71,True,Limpeza_tártaro;Castração;Hemograma
5920,Flora,Cachorro,6,29.94,False,Hemograma;Ultrassonografia
5921,Tequila,Gato,14,33.95,False,Hemograma;Vacinação;Limpeza_tártaro
5922,Otto,Tartaruga,13,13.94,True,Curativo_ferida
5923,Bento,Cachorro,13,14.47,False,Limpeza_tártaro;Ultrassonografia
5924,Thor,Gato,6,3.51,False,Hemograma;Curativo_ferida
5925,Simba,Tartaruga,5,17.34,False,Consulta_rotina
5926,Frodo,Tartaruga,2,5.02,True,Curativo_ferida
5927,Alice,Tartaruga,1,31.0,True,Curativo_ferida
5928,Vicente,Hamster,1,26.05,False,Consulta_rotina
5929,Sherlock,Cachorro,5,36.49,False,Ultrassonografia;Hemograma
5930,Vicente,Coelho,15,21.03,True,Hemograma;Castração;Curativo_ferida
5931,Mel,Hamster,3,33.51,True,Consulta_rotina
5932,Tequila,Cachorro,14,9.78,False,Consulta_rotina;Ultrassonografia;Vacinação
5933,Pudim,Cachorro,11,9.72,True,Curativo_ferida
5934,Tequila,Porquinho-da-india,3,15.99,True,Ultrassonografia
5935,Pudim,Calopsita,14,39.93,False,Ultrassonografia;Curativo_ferida;Castração
5936,Nala,Coelho,11,23.44,True,Vacinação;Castração
5937,Alecrim,Coelho,9,12.67,False,Limpeza_tártaro
5938,Thor,Coelho,14,19.25,False,Vacinação
5939,Pipoca,Porquinho-da-india,5,35.51,True,Ultrassonografia;Hemograma;Castração
5940,Yoda,Calopsita,15,32.6,True,Castração;Curativo_ferida;Vacinação
5941,Thor,Gato,2,35.72,False,Hemograma
5942,Arya,Calopsita,2,21.82,True,Limpeza_tártaro
5943,Sherlock,Calopsita,6,13.08,False,Castração;Curativo_ferida
5944,Flora,Gato,4,36.9,False,Castração;Ultrassonografia;Limpeza_tártaro
5945,Sherlock,Tartaruga,7,36.15,True,Castração;Consulta_rotina
5946,Zeca,Calopsita,4,8.97,False,Ultrassonografia;Hemograma
5947,Alecrim,Hamster,10,3.13,False,Ultrassonografia;Vacinação
5948,Lola,Calopsita,12,5.47,False,Castração;Ultrassonografia;Limpeza_tártaro
5949,Cacau,Porquinho-da-india,4,21.04,False,Curativo_ferida
5950,Vicente,Peixe-dourado,10,38.36,False,Castração;Limpeza_tártaro
5951,Nina,Gato,11,5.26,False,Hemograma;Limpeza_tártaro;Vacinação
5952,Cookie,Tartaruga,11,5.59,False,Limpeza_tártaro;Castração
5953,Simba,Tartaruga,9,10.42,False,Vacinação
5954,Paçoca,Cachorro,14,27.4,True,Curativo_ferida;Vacinação
5955,Otto,Cachorro,12,17.15,True,Hemograma;Vacinação
5956,Thor,Peixe-dourado,11,28.84,True,Hemograma;Vacinação
5957,Alecrim,Peixe-dourado,14,38.01,False,Curativo_ferida
5958,Jade,Porquinho-da-india,13,16.07,True,Castração;Vacinação;Curativo_ferida
5959,Lola,Tartaruga,10,14.3,False,Vacinação;Hemograma;Limpeza_tártaro
5960,Nina,Hamster,10,22.09,False,Hemograma;Curativo_ferida
5961,Clara,Gato,10,20.22,False,Castração
5962,Luna,Gato,13,32.05,False,Vacinação;Ultrassonografia
5963,Nala,Porquinho-da-india,8,25.83,False,Hemograma;Vacinação;Castração
